Q1.sparql	None	None	0
Q10.sparql	0.333214044571	4.5618519783	93
Q11.sparql	3.3814599514	 4.82621002197	2
Q2.sparql	None	None	0
Q3.sparql	0.526943922043	1.84339189529	141
Q4.sparql	0.405776977539	1.69282102585	3
Q5.sparql	0.410252094269	1.97374010086	53
Q6.sparql	0.704102993011	2.20540904999	25
Q7.sparql	2.04602694511	2.04768490791	0
Q8.sparql	2.03561806679	2.03670811653	0
Q9.sparql	1.99182009697	1.99320101738	0
q17.rq	8.64287495613	13.7578411102	7527
q18.rq	0.609030008316	0.904284000397	279
q30.rq	0.248698949814	0.252951860428	12
