Q1.sparql	0.278995990753	1.58849096298	11570
Q10.sparql	0.345036029816	4.57824683189	93
Q2.sparql	0.355012893677	39.4295039177	119976
q17.rq	0.32624912262	0.695202112198	3495
q18.rq	0.313476085663	0.369512081146	495
q19.rq	0.351600885391	1.01830291748	5306
q20.rq	0.333112955093	0.532449007034	1652
q23.rq	0.242209911346	0.30793094635	10
q25.rq	0.359633922577	0.562738895416	1182
q26.rq	0.268434047699	0.585644006729	2867
q28.rq	0.284801006317	0.290512084961	25
q30.rq	0.235207080841	0.240581035614	12
