Q1.sparql	0.271538972855	1.57272982597	11570
Q10.sparql	0.342313051224	4.56629896164	93
Q2.sparql	0.39147901535	38.9424510002	119976
q17.rq	0.297393083572	0.694154977798	3495
q18.rq	0.263713121414	0.31866312027	495
q19.rq	0.297739028931	0.977365016937	5306
q20.rq	0.294994831085	0.495506048203	1652
q23.rq	0.257448911667	0.327341794968	10
q25.rq	0.296653032303	0.490014076233	1182
q26.rq	0.278696060181	0.592553138733	2867
q28.rq	0.234253883362	0.239883899689	25
q30.rq	0.248194932938	0.254115104675	12
