query	time	cardinality
q17.rq	0.8932468891	3495
q18.rq	0.5475571156	495
q19.rq	1.1256470680	5306
q20.rq	0.7208609581	1652
q23.rq	0.5219779015	10
q25.rq	0.6757421494	1182
q26.rq	1.0536170006	2867
q28.rq	0.4783110619	25
q30.rq	0.5900700092	12
